主题（动宾）,正文(可缺省),分类,场景标签,时间
警惕系统性风险,"一定要警惕系统性 全局性风险
防止不可挽回 ",人生规划,,
关于拍摄,"为了方便剪辑：录制视频的时候不要两个同时动
要么景不动相机动
要么人动相机不动 ",工作,,
影视飓风分享：关于人脑思考 与发展自媒体,"人脑适合处理线性内容，不适合处理跳跃性内容（乱序思维导图 随便想到一个idea就扔到思维导图里）
不要尝试分类 会大量消耗脑子

整理的时候，那个可以是子集，哪些是没有意义的删掉

做触达真人的作品，在观众反馈中获得继续创作的热情
确保你的内容是给真人看的，获得真实反馈（数据可以刷但是不长久）
先做垃圾在成神 trash first then lagend

系统1和系统2 ",个人提升,,
要有环境移植的能力，交接工作要做好,,工作,,
学生时期要多多积累人脉 ,"人/公司/产品落地

怎么打通关系：你认识了一个人，怎么介绍给别人（我有亚洲研究院院长，怎么介绍到我们学校） ",个人提升,,
跟别人合作，一定要一起签协议，有有效期，追求平等 ,所谓“亲兄弟明算账”,工作,,
制作一个工作牌，方便浑水摸鱼（在所有场合都有用） ,,工作,,
夸一个女生,"真的没有人觉得高老师有一种邻家大姐姐的感觉吗？
那种感觉，并非来自刻意营造的距离感或疏离的精致，而是像一件洗得柔软发白的旧棉衫，触手生温，妥帖得让人心安。她的头发常常随意地挽在脑后，总有那么几缕不听话的发丝挣脱束缚，慵懒地垂在颈侧或颊边，随着她低头看书或是轻声说话时微微晃动，像阳光下晒暖的藤蔓尖儿。她偏爱素净的棉麻质地和柔和的色调，一件宽松的米白毛衣，一条洗水蓝的棉布裙，衬得她周身线条都温软起来。午后，常能看见她捧着一杯热气袅袅的花茶坐在窗边的小木桌旁，阳光慷慨地洒进来，在她低垂的眼睫上跳跃，在她专注翻动书页的指尖流淌，甚至清晰地照亮了杯沿上留下的、浅浅的半月形唇印。她身上没有浓烈的香水味，只有一种干净的、混合着阳光晒透棉布、淡淡皂香和一点点烤面包甜香的气息，自然而然地弥漫开。

最是那不经意的温柔，瞬间就能击中人心。记得有次，隔壁的小男孩摔破了膝盖，抽抽噎噎地蹭进小院，泪珠儿混着泥灰糊了满脸。她看见了，立刻放下手中的水壶，没有大惊小怪，只是自然而然地蹲下身，视线与孩子齐平。她用自己柔软的袖口内里，极轻、极缓地，像擦拭易碎的晨露般，一点点吸去孩子脸上的泪痕和脏污。接着，她变魔术似的从口袋里摸出一枚小小的卡通创可贴，小心地吹了吹那破皮的伤口，才轻柔地贴上。整个过程，她的动作流畅而专注，指尖带着一种抚慰人心的暖意，仿佛在无声地编织一张温柔的小网，将孩子所有的委屈和疼痛都轻轻兜住。小男孩仰着泪光未干的小脸望着她，抽泣声渐渐平息，只剩下全然的信赖——那一刻，她周身仿佛晕开一层柔光，不耀眼，却足以驱散所有孩童世界里的阴霾和不安。

她就有这样的魔力，让周遭紧绷的空气都悄然松弛下来，仿佛时光在她身边流淌得格外缓慢而温柔。在她身旁，世界仿佛自动调低了棱角的锐度，一切都变得毛茸茸、暖烘烘的。她的存在本身，就是一份无需言说的安稳，一种沉淀在岁月深处的、令人眷恋的暖意，像冬日壁炉里噼啪作响的柴火，不张扬，却恒久地散发着足以熨帖灵魂的温度。真的没有人觉得，她举手投足间，都浸透着这种邻家大姐姐般的、让人想靠近又无比安心的温柔吗？ ",交往,,
"随身讲话准备一些小故事，寓言故事也可以
要随时能讲的，能够不尬的噼里啪啦讲单口相声一样 ",,,,
一流生意做标准 ,,,,
"干过技术的都知道
技术就是一层窗户纸，一捅就破

没啥高端的 ",,,,
"工作内容就是跟人打交道，别人都是在比较短时间内形成一些印象
所以一定要大方自信 ",,,,
"如果你的愿望和你的能力（出发点）是一个非常原生的东西，也许有成长因素，也许是成长过程中一些缺失的因素，这个动力会比我要成名和赚钱好

",,,,
男生看人是加分制 女生是减分制 ,,,,
我可以选择最终只跟我喜欢/欣赏 或者能学东西的人打交道,,,,
"砍价小技巧：利用博弈论心理
","只要他们互相不串通，我就“卖25？15我就买，不然我就去别人那里买”“别人也是25卖，那我宁愿去别人那花25买我也不在你这里买
让别人做心理博弈去吧，如果要利益最大化他肯定会接受的 ",,,
一定要随时小心留证据，取证 ,,,,
拍摄技巧,"高饱和和黑白最容易出片

街拍最重要的就是陷阱式拍摄，要有人的出现！！以人为中心

用线条引导视线 ",,,
研究生期间，可以多参加一些集体活动（社会组织的活动 可以帮他报名 当然公益的就更好了）然后约自己认识的人去（比如tzy之类的男女都可）这样是最好的方式 ,研究生,个人提升,,
"鹿晗
观众的评价“每次都是这个舞嘛”每次都是这首歌吗

其实什么领域你只要有一个拿手的歌曲节目就可以了 ",,,,
"李永乐老师讲过如何等分且尽可能公平。（对于没办法等分的东西）
两等分简单，一个人切，另一个先选。
三个人的话 刀立在上面，从一侧一点点往中间挪，当有人喊停，就把切下来少的一份给他，剩下两个人重复两等分法。 ",,,,
自己有觉得很帅很酷的idea 不要犹豫马上记在自己的备忘录里，说不定是你未来成功的决定 ,,个人提升,,
2025/11/10 广东金融学院尹正参观：理由根本不重要（理由是参观货币博物馆，本质上是带我认识黄秘书长）,,,,
"男女朋友能有友情吗？
杨树梢和沐上，凤凰传奇都不是情侣 ",,交往,,
"面对国家“现代化”“共同富裕”“剥削”的质疑（“真的吗？未必”）}

回答：“有人因为相信而看见，有人因为看见而相信”
国家赋予你肯定是拉着你实现的 ",,网络,,
"要区分给人玩的和给机器玩的区别
象棋 围棋 五子棋都是给人玩的，不是给机器玩的
就像游戏一样，你打得过顶尖ai的锁头吗 ",,生活,,
姐妹这不是柯洁吧，柯洁长得很高大，站在人群中非常耀眼。他的身体线条非常优美，肌肉紧实，给人以强壮的感觉。他的脸庞轮廓深刻，五官分明，尤其是他那双深邃的眼睛，让人不由自主地被吸引。柯洁的头发黑黑的，有点卷曲，看起来非常有型。他总是把头发梳成整齐的侧分，显得干练而精神。虽然柯洁平日里看起来很严肃，但当他微笑时，整个人都变得温暖起来。他的笑容非常迷人，让人感到无比舒适。柯洁的性格非常坚毅，他有着不屈不挠的毅力和决心。无论遇到什么困难，他都会坚持不懈地努力，直到取得成功。他非常聪明，善于思考和分析问题。他总是能够从复杂的情况中找出最简单的解决方案，并且能够迅速做出正确的决策。柯洁的人格魅力很强，他总是能够吸引人们的注意力。他有着亲切、谦虚、诚实的品质，让人们感到舒适和放心。尽管柯洁非常优秀，但他并不自大。相反，他总是保持一颗谦卑的心态，不断学习和进步。柯洁是一个外貌和性格都非常特别的人物。他身材高大、线条优美，五官深刻分明，笑容迷人。他坚毅、聪明、有人格魅力，同时又谦虚、诚实、不自大。这些描写让我们更好地了解了他的形象和个性，也让我们对他产生了更深的认识和敬意。 ,,网络,,
关于买车：一年能存多少就买多贵的车呗，家里能帮就可以加预算 ,,TODO,,
撒娇语录,你在乎吗?你不在乎，你只在乎你自己，就像你不在乎老婆饼里没有老婆一样，你也不在乎等到快要疯掉的我。我已这样了，你还能若无其事的回复我消息，那些冰冷的字句像利剑一样扎在我心上，没事我不重要，我只是一片凋零的落叶，随着风飘落，我时常在想我的凋零是我自己的选择，还是风不挽留，就像茫茫大海里的一条孤单的鱼没有人会关心我。没有人会想念我，如果有一天我被人类发现，也许是我的生命走到了尽头，人类是贪婪的，是有欲望的，鱼在他们眼里是无尽的财富海洋资源在他们眼里是赖以生存的摇钱树，有人捕鱼，有人抓蚌壳，蚌壳那么不容易，她用自己的血肉磨出了珍珠，一颗又一颗，说到珍珠，你愿不愿意转我十块钱买一杯珍珠奶茶给我这条小鱼，哎看来我是一条无人疼爱的小鱼，不过是一条无人关心无人疼爱无人喜欢无人，给我买奶茶的，条可怜巴巴的小鱼 ,网络,,
主要是人脉建起来了，做什么都方便。 ,,交往,,
"10：30
铁一中还有人放学（甚至不少）
9：30开门了 放学 ",关键词：家附近,生活,,
量体温一定不要睡着，或者调闹钟 ,摔过两次水银温度计了！！,生活,,
关于考研1,"选择题是基本盘，多刷题=多拿分（选择30-40天，大题30-40天）
基础期 看知识/做题=7：3，强化反之 ",学业,,
"（给别人）上课一定要有：【最好的听课方法】
快速的过“你需要的前置知识”（以及你没有这些知识该怎么办，你是不是要快速讲一下）
笔记逻辑，笔记怎么做（那些是理论，那些是做题，那些是扩展知识，那些是纯吹水） ",,"学业, 个人提升",,
"开夜车必备：（防止出事后二次伤害）
手灯筒（最好是 像交通灯一样的高亮变道灯光）手电筒也可以照一下远处的人，给点提醒
荧光背心（有人在路面上躺着就不用下车了） ",,"生活, 网络",,
